user_id,total_responses,passing_responses,average_max_score
9ba457245bb6a19e8bb1989ec5731476,1,1,100.0
215176a84d0f1956b85a6359d192be56,11,0,0.0
4be0bef5f2827447c1a1164d8f417ed9,7,0,0.0
56d2e6b974194341fcfe33ecb1a05efa,3,2,56.666666666666664
e07deb49ac69d6876d807d29538a87ac,10,0,0.0
f1834bab4e5bdcaabf2fd964544ba080,1,0,0.0
c07090f6213e1c0fb92b31e0c00b93d9,7,7,71.42857142857143
46fd25f7c2a20772fa3db1071169ddac,9,0,0.0
82dd419f549dc720a2c28a0bbf1df489,18,0,0.0
0a33d72cd1ea41a33634db135928cc0d,18,10,42.22222222222222
5c09f7ce2fe8b0c31e27fc1cfb35eeaa,7,5,40.0
5544acaecf91e9c69084940650ee82e5,2,0,0.0
0a60529e8c90199c6c326ffa8575b378,3,0,0.0
d6d7e7ebaa453bae56eb7753d79151be,10,4,28.0
aa1b9a690bb9bf2caf08e6bfed7269f6,6,5,50.0
b28c57246d51055a77724d7407c3827f,6,0,0.0
7648b036d659fc7a2331dfda87479277,10,1,4.0
aadfbe07933df6e77a307a84277e21ea,1,0,0.0
11c21352e6a46cdf6bf0110499c291fe,11,0,0.0
cd29c987aa16812a5879f911519b12b2,1,1,90.0
576b63c535df2e24df0a5186fc6479c5,3,3,66.66666666666667
688c044fe874c3230194d9bc08118bcf,2,0,0.0
a117f9a397de84f928010c28a4802c2b,10,10,77.5
f9baeca177d55c4a143f8382cea070c6,1,0,0.0
d4f716cc7e05f83903737dda931552d7,5,0,0.0
b5b501139e059b736a8f2bbae4bedc56,6,6,80.0
984d2cde8f5cfb1b70de87ebc50d90b5,12,5,25.0
09d9ca3c786bd3be8c1c5c6b06cb2c84,6,6,73.33333333333333
95fd030c8a8a3be5d8da084097b89e31,10,7,32.0
22f52269ea61a41401b84a0ea186d860,17,4,14.117647058823529
439cb6027c6e14015d89f82a304cc7a6,2,1,40.0
a74d19a94ce2519e5dac099da4fb4830,1,0,0.0
bf369b54edeaf668131aff2c16eee9f9,9,0,0.0
217d6f5b735b40f1a27dda270e6d1410,10,0,0.0
aa10edb3b1ee327ea171e6f5dd166523,1,0,0.0
00e7f0673175222703472b0f2804e967,6,1,6.666666666666667
044ef83e3f10c8f14b02fce80ea1768e,10,0,0.0
58109fe94f5a7daa1e036aa43146c826,5,3,32.0
d10d870cc3444ea3881f23e044e6c831,8,0,0.0
52dff65ee76bfd683ebea9a4ccb7fdde,1,0,0.0
9eb9da837450c31fab09647b54bde9db,12,10,71.66666666666667
ce87ae5b5a7a97797ddb8ce687a8961b,3,0,0.0
b7430eecbd5c93321cb6a24d5b7ecb8d,1,0,0.0
6a4c1d440c679a6cc61890926a7e2dbb,2,0,0.0
fdcfefd905b4a9be4009f1ff1006c0e6,14,10,40.0
33d899f4525cdfab3c39dfbc0f969ed3,1,1,100.0
e04959610ed2a03ec2b7fbfc72c55da6,13,0,0.0
058b52ce564da4d3ea0747a500ca5287,3,3,66.66666666666667
334b8de4ed3238920a902523c54b2e84,1,0,0.0
31907aaa4b16eff7fd627aaa9d67b73f,2,0,0.0
b4069b5bfdeef9dd123c14fd02d16e0c,6,6,85.83333333333333
f9425b9450d665e12f64ea4dda2b47b4,16,0,0.0
c8011c9c4b47b236ed96c4a358d1b240,5,0,0.0
6acd496597f5bd8cfa119e33a2eced14,1,1,60.0
