user_id,platform_id,session_id,IL_eKey.space_mean,IL_eKey.space_median,IL_eKey.space_q1,IL_eKey.space_q3,IL_eKey.space_std,IL_Key.backspaceKey.backspace_mean,IL_Key.backspaceKey.backspace_median,IL_Key.backspaceKey.backspace_q1,IL_Key.backspaceKey.backspace_q3,IL_Key.backspaceKey.backspace_std,IL_Key.spacet_mean,IL_Key.spacet_median,IL_Key.spacet_q1,IL_Key.spacet_q3,IL_Key.spacet_std,IL_th_mean,IL_th_median,IL_th_q1,IL_th_q3,IL_th_std,IL_Key.spacea_mean,IL_Key.spacea_median,IL_Key.spacea_q1,IL_Key.spacea_q3,IL_Key.spacea_std,IL_sKey.space_mean,IL_sKey.space_median,IL_sKey.space_q1,IL_sKey.space_q3,IL_sKey.space_std,IL_dKey.space_mean,IL_dKey.space_median,IL_dKey.space_q1,IL_dKey.space_q3,IL_dKey.space_std,IL_he_mean,IL_he_median,IL_he_q1,IL_he_q3,IL_he_std,IL_tKey.space_mean,IL_tKey.space_median,IL_tKey.space_q1,IL_tKey.space_q3,IL_tKey.space_std
090e14f795db6d9fad9fc4ddd6ff5094,2,1,0.000122909090909,0.0001245,9.025e-05,0.0001497499999999,5.154924514796192e-05,0.0002833333333333,0.000137,0.000109,0.000555,0.000251390135049,0.0003682,0.000219,0.0001675,0.0004767499999999,0.0002904122739983,0.0001693076923076,0.00016,0.000149,0.000185,2.549962292330554e-05,0.0003884,0.00024,0.000226,0.000301,0.0003388691487875,0.0001494,0.000116,0.00010425,0.00013775,9.38819589815968e-05,0.0001243333333333,0.000123,9.5e-05,0.000132,7.035090617753263e-05,0.0001736470588235,0.00011,8.3e-05,0.000207,0.000145733893268,0.000163,0.0001085,9.125e-05,0.00020375,0.0001262039166247
090e14f795db6d9fad9fc4ddd6ff5094,2,2,0.0001335625,0.0001264999999999,8.375e-05,0.00017325,5.750126810195871e-05,0.0003146,0.000139,0.000134,0.000236,0.0003730459757188,0.0002748571428571,0.000244,0.000183,0.0002675,0.000175283987262,0.0001611538461538,0.000159,0.000149,0.000169,2.5741814730920305e-05,0.0005725,0.000523,0.0004529999999999,0.00070625,0.0001831837874922,0.000160875,0.0001445,0.0001217499999999,0.0001985,7.69200651882942e-05,0.0001273333333333,0.000129,8e-05,0.000156,5.032891812864648e-05,0.0002158461538461,0.00019,9e-05,0.00027,0.0001527791686028,0.0002215,0.0001115,0.0001032499999999,0.00014875,0.000277022433336
090e14f795db6d9fad9fc4ddd6ff5094,3,1,0.0001397857142857,0.0001419999999999,9.4e-05,0.00018475,6.703865540627525e-05,0.00011475,0.000109,9.125e-05,0.0001325,3.5612497806247745e-05,0.0003216,0.00035,0.000245,0.000398,0.0001288149836005,0.0001784285714285,0.000177,0.000174,0.000184,1.144344270542658e-05,0.0006354285714285,0.000651,0.0004315,0.0008685,0.0002967821070206,0.0002080833333333,0.0001425,8e-05,0.0002144999999999,0.0002494162123232,0.0001308181818181,0.000129,9.4e-05,0.0001695,5.615837993001254e-05,0.0001948571428571,0.000214,0.000117,0.0002615,8.430584908816344e-05,0.0001194999999999,0.000116,9.7e-05,0.0001385,3.981205847478877e-05
090e14f795db6d9fad9fc4ddd6ff5094,3,2,0.0001474210526315,0.000135,0.000115,0.000168,6.270594140684994e-05,0.000159,0.000111,0.000105,0.000115,0.0001720980824994,0.0002887999999999,0.000162,0.000145,0.000201,0.0002991273976084,0.0001581875,0.000153,0.000144,0.00016725,2.193085725638649e-05,0.0004713333333333,0.000318,0.0003095,0.0005565,0.0002804324042141,0.0001822857142857,0.00016,0.000145,0.000208,7.643889560887676e-05,0.0001408999999999,0.0001394999999999,0.000117,0.000163,3.647358252519516e-05,0.0001981666666666,0.0002105,0.0001085,0.0002485,0.0001181615483782,0.0001123333333333,0.000123,9.25e-05,0.00013325,3.059847490752875e-05
09ff604f50d6b3b9782b0adc1619ddb8,1,1,9.681640502148415e-05,6.255555555555555e-05,3.153968253968254e-05,0.0001127837301587,0.0001207833948022,0.0004655,0.0004655,0.00043375,0.00049725,8.980256121069149e-05,0.0002815372898802,0.00021558,0.00014345,0.0003578139999999,0.000212035559198,8.893391708014794e-05,6.973387096774194e-05,5.1e-05,0.0001006794354838,7.931986557577556e-05,0.0002619160468848,0.0001980975609756,0.0001218556910569,0.0003489552845528,0.0002137149956843,9.269247452741648e-05,6.23130081300813e-05,3.569308943089431e-05,0.0001025223577235,0.000105358100268,8.603681668335213e-05,6.032936507936508e-05,3.574801587301588e-05,9.733333333333332e-05,9.46377343611027e-05,0.0001209898192156,9.816e-05,6.6106e-05,0.000145254,9.397935808969488e-05,0.0001323601492326,0.0001022661290322,7.411491935483872e-05,0.0001513951612903,0.000104440339203
09ff604f50d6b3b9782b0adc1619ddb8,1,2,9.681640502148415e-05,6.255555555555555e-05,3.153968253968254e-05,0.0001127837301587,0.0001207833948022,0.000608,0.000608,0.000608,0.000608,0.0,0.0002815372898802,0.00021558,0.00014345,0.0003578139999999,0.000212035559198,8.893391708014794e-05,6.973387096774194e-05,5.1e-05,0.0001006794354838,7.931986557577556e-05,0.0002619160468848,0.0001980975609756,0.0001218556910569,0.0003489552845528,0.0002137149956843,9.269247452741648e-05,6.23130081300813e-05,3.569308943089431e-05,0.0001025223577235,0.000105358100268,8.603681668335213e-05,6.032936507936508e-05,3.574801587301588e-05,9.733333333333332e-05,9.46377343611027e-05,0.0001209898192156,9.816e-05,6.6106e-05,0.000145254,9.397935808969488e-05,0.0001323601492326,0.0001022661290322,7.411491935483872e-05,0.0001513951612903,0.000104440339203
09ff604f50d6b3b9782b0adc1619ddb8,2,1,9.681640502148415e-05,6.255555555555555e-05,3.153968253968254e-05,0.0001127837301587,0.0001207833948022,0.00018,0.00018,0.00018,0.00018,0.0,0.0002815372898802,0.00021558,0.00014345,0.0003578139999999,0.000212035559198,8.893391708014794e-05,6.973387096774194e-05,5.1e-05,0.0001006794354838,7.931986557577556e-05,0.0002619160468848,0.0001980975609756,0.0001218556910569,0.0003489552845528,0.0002137149956843,9.269247452741648e-05,6.23130081300813e-05,3.569308943089431e-05,0.0001025223577235,0.000105358100268,8.603681668335213e-05,6.032936507936508e-05,3.574801587301588e-05,9.733333333333332e-05,9.46377343611027e-05,0.0001209898192156,9.816e-05,6.6106e-05,0.000145254,9.397935808969488e-05,0.0001323601492326,0.0001022661290322,7.411491935483872e-05,0.0001513951612903,0.000104440339203
09ff604f50d6b3b9782b0adc1619ddb8,2,2,9.681640502148415e-05,6.255555555555555e-05,3.153968253968254e-05,0.0001127837301587,0.0001207833948022,0.0001887621894132,0.0001338984962406,0.0001162838345864,0.000202969924812,0.0001422512739292,0.0002815372898802,0.00021558,0.00014345,0.0003578139999999,0.000212035559198,8.893391708014794e-05,6.973387096774194e-05,5.1e-05,0.0001006794354838,7.931986557577556e-05,0.0002619160468848,0.0001980975609756,0.0001218556910569,0.0003489552845528,0.0002137149956843,9.269247452741648e-05,6.23130081300813e-05,3.569308943089431e-05,0.0001025223577235,0.000105358100268,8.603681668335213e-05,6.032936507936508e-05,3.574801587301588e-05,9.733333333333332e-05,9.46377343611027e-05,0.0001209898192156,9.816e-05,6.6106e-05,0.000145254,9.397935808969488e-05,0.0001323601492326,0.0001022661290322,7.411491935483872e-05,0.0001513951612903,0.000104440339203
09ff604f50d6b3b9782b0adc1619ddb8,3,1,9.681640502148415e-05,6.255555555555555e-05,3.153968253968254e-05,0.0001127837301587,0.0001207833948022,0.0001887621894132,0.0001338984962406,0.0001162838345864,0.000202969924812,0.0001422512739292,0.0002815372898802,0.00021558,0.00014345,0.0003578139999999,0.000212035559198,8.893391708014794e-05,6.973387096774194e-05,5.1e-05,0.0001006794354838,7.931986557577556e-05,0.0002619160468848,0.0001980975609756,0.0001218556910569,0.0003489552845528,0.0002137149956843,9.269247452741648e-05,6.23130081300813e-05,3.569308943089431e-05,0.0001025223577235,0.000105358100268,8.603681668335213e-05,6.032936507936508e-05,3.574801587301588e-05,9.733333333333332e-05,9.46377343611027e-05,0.0001209898192156,9.816e-05,6.6106e-05,0.000145254,9.397935808969488e-05,0.0001323601492326,0.0001022661290322,7.411491935483872e-05,0.0001513951612903,0.000104440339203
0a33d72cd1ea41a33634db135928cc0d,1,1,9.5e-06,9.5e-06,4.75e-06,1.425e-05,1.3435028842544404e-05,0.000608,0.000608,0.000608,0.000608,0.0,0.000577,0.000577,0.000577,0.000577,0.0,0.000128,0.000128,0.000128,0.000128,0.0,0.0002619160468848,0.0001980975609756,0.0001218556910569,0.0003489552845528,0.0002137149956843,9.269247452741648e-05,6.23130081300813e-05,3.569308943089431e-05,0.0001025223577235,0.000105358100268,3.2e-05,3.2e-05,3.2e-05,3.2e-05,0.0,1.6e-05,1.6e-05,1.6e-05,1.6e-05,0.0,0.0001323601492326,0.0001022661290322,7.411491935483872e-05,0.0001513951612903,0.000104440339203
0a33d72cd1ea41a33634db135928cc0d,1,2,9.681640502148415e-05,6.255555555555555e-05,3.153968253968254e-05,0.0001127837301587,0.0001207833948022,0.0001887621894132,0.0001338984962406,0.0001162838345864,0.000202969924812,0.0001422512739292,0.0002815372898802,0.00021558,0.00014345,0.0003578139999999,0.000212035559198,8.893391708014794e-05,6.973387096774194e-05,5.1e-05,0.0001006794354838,7.931986557577556e-05,0.0002619160468848,0.0001980975609756,0.0001218556910569,0.0003489552845528,0.0002137149956843,9.269247452741648e-05,6.23130081300813e-05,3.569308943089431e-05,0.0001025223577235,0.000105358100268,8.603681668335213e-05,6.032936507936508e-05,3.574801587301588e-05,9.733333333333332e-05,9.46377343611027e-05,0.0001209898192156,9.816e-05,6.6106e-05,0.000145254,9.397935808969488e-05,0.0001323601492326,0.0001022661290322,7.411491935483872e-05,0.0001513951612903,0.000104440339203
0a33d72cd1ea41a33634db135928cc0d,2,2,9.681640502148415e-05,6.255555555555555e-05,3.153968253968254e-05,0.0001127837301587,0.0001207833948022,0.0006709999999999,0.0006709999999999,0.0005905,0.0007515,0.000227688383542,0.0002815372898802,0.00021558,0.00014345,0.0003578139999999,0.000212035559198,8.893391708014794e-05,6.973387096774194e-05,5.1e-05,0.0001006794354838,7.931986557577556e-05,0.0002619160468848,0.0001980975609756,0.0001218556910569,0.0003489552845528,0.0002137149956843,9.269247452741648e-05,6.23130081300813e-05,3.569308943089431e-05,0.0001025223577235,0.000105358100268,8.603681668335213e-05,6.032936507936508e-05,3.574801587301588e-05,9.733333333333332e-05,9.46377343611027e-05,0.0001209898192156,9.816e-05,6.6106e-05,0.000145254,9.397935808969488e-05,0.0001323601492326,0.0001022661290322,7.411491935483872e-05,0.0001513951612903,0.000104440339203
0b368dc281d8fec53d8ecaa40d0f35eb,1,1,0.0001122222222222,1.5e-05,-8e-06,6.4e-05,0.0002957261308109,0.0001728333333333,0.000103,9.7e-05,0.000115,0.000162855113149,0.0001861428571428,0.000146,0.0001135,0.0002415,0.0001190426094184,0.000156375,-2.45e-05,-3.925e-05,0.000369,0.0002752562118152,0.000205923076923,4.8e-05,3.2e-05,0.000296,0.0002369699212764,-7.529181753371558e-22,-4e-06,-2.175e-05,1.875e-05,3.5656861397294665e-05,5.5777777777777775e-05,3.1e-05,-3.7e-05,8.2e-05,0.0001343054147994,2.1e-05,2.7e-05,2.4e-05,3e-05,2.1540659228538017e-05,4.86875e-05,5e-07,-2.575e-05,4.475e-05,0.0001483966391128
0b368dc281d8fec53d8ecaa40d0f35eb,1,2,0.0001286,3.3e-05,1.25e-05,0.00018,0.0002156262639714,0.0001741999999999,0.000118,0.00010075,0.00015275,0.00014379290664,0.000164,8.35e-05,3.675e-05,0.00029925,0.0001582220661672,0.000192375,0.0,-2.45e-05,0.00020575,0.0003660626312531,8.375e-05,2e-05,1.325e-05,0.000112,0.0001389213206578,0.0001643999999999,4.1e-05,-7.000000000000001e-06,9.7e-05,0.0003085303411798,0.0001134,1.3e-05,-4.4e-05,0.00011325,0.000245337952855,6.354545454545454e-05,3.3e-05,0.0,6.3e-05,0.0001062462833574,0.0001199999999999,8.400000000000001e-05,0.0,0.000169,0.0001488562454792
0b368dc281d8fec53d8ecaa40d0f35eb,2,1,0.0002727692307692,0.0,-3.6e-05,0.000506,0.0004305957411629,0.0002666,0.00012,8.2e-05,0.000432,0.0002492344277984,0.0002084666666666,0.000136,4.15e-05,0.00036,0.0002114713309399,2.34e-05,-3.35e-05,-4.6e-05,-1.65e-05,0.0001948453517821,8.876923076923078e-05,9e-06,0.0,0.000201,0.0001627852132136,0.0001495714285714,1.5e-05,-2.625e-05,7.925e-05,0.0003486035249139,-8.000000000000001e-06,-1.05e-05,-3.575e-05,8e-06,4.79314987396448e-05,4.175e-05,4e-05,2.5e-05,4.925e-05,3.278392463213815e-05,3.909999999999999e-05,1.45e-05,-1.5e-05,3.225e-05,0.0001243737575976
0b368dc281d8fec53d8ecaa40d0f35eb,2,2,7.845454545454545e-05,4.2e-05,2.15e-05,0.000132,8.61827867225975e-05,0.0001762,0.00011,8.7e-05,0.000121,0.0001728979467778,0.0001201428571428,8.8e-05,5.7e-05,0.000128,0.0001048513687264,0.0001114,2e-05,2.25e-06,4.4e-05,0.0002303577893432,0.0001637333333333,6.5e-05,3.15e-05,0.0001475,0.0002367963159301,6.01e-05,7.85e-05,-1.2e-05,0.00012775,7.622401196473458e-05,-1e-05,0.0,-2.35e-05,8.5e-06,3.3151168908501553e-05,1.95e-05,2.5e-05,2.2500000000000005e-06,4.225e-05,4.211492213772532e-05,5.7428571428571426e-05,1.9e-05,-6.75e-06,7.999999999999999e-05,0.0001433643632823
0b368dc281d8fec53d8ecaa40d0f35eb,3,1,0.0002202666666666,5.7e-05,-1.8e-05,0.0003945,0.0003323897167626,0.0001011666666666,9.05e-05,8.825e-05,0.0001009999999999,3.037378255447726e-05,0.0001681111111111,6.6e-05,2.1e-05,9.3e-05,0.0002982069098983,0.0001357777777777,0.0,-1.4e-05,8.8e-05,0.0002756151201303,1.4600000000000004e-05,1.7e-05,-1.6e-05,3.1e-05,4.637132734783424e-05,9.266666666666668e-05,5.6000000000000006e-05,-3.025e-05,9.8e-05,0.0001866994018915,0.0001392,2.75e-05,-1.925e-05,4.625e-05,0.0003093433188043,2.2e-05,1.4e-05,-2.4e-05,3.2e-05,7.166937979360502e-05,6.533333333333333e-05,3.1e-05,0.0,5.6e-05,0.0001535952473223
0b368dc281d8fec53d8ecaa40d0f35eb,3,2,0.0001833333333333,3.9e-05,0.0,0.000153,0.0003101414999641,0.0001537333333333,0.000104,9.55e-05,0.0001295,0.0001356773834541,6.491666666666667e-05,4.45e-05,2.725e-05,7.500000000000001e-05,7.813096037869348e-05,3.9899999999999994e-05,-2.65e-05,-3.75e-05,-1e-05,0.0002182635766427,8.3125e-05,2.5e-05,0.0,8.825e-05,0.0001854198389241,5.736363636363636e-05,4e-05,-3.15e-05,0.0001284999999999,0.0001144414896156,9.925e-05,-1.2e-05,-4.6e-05,3.375e-05,0.0003340601956021,1.633333333333334e-05,-8e-06,-2.35e-05,2.85e-05,6.285751082143379e-05,0.0001145,1.55e-05,0.0,6.125e-05,0.0002383780420028
0b3f2442320cf16d3e7e5ddd1a56820d,1,1,0.0001420909090909,8e-06,-1.5e-06,0.00035,0.0002088302921251,0.0002560909090909,3e-06,0.0,0.00046,0.0003851091934881,0.0002438,6.65e-05,1.275e-05,0.0004175,0.0003337423490592,4.69e-05,0.0,-7.5e-07,4.000000000000001e-06,0.0001448381855727,0.0002495,6.5e-06,5e-07,0.00037775,0.0004110667828954,9.269247452741648e-05,6.23130081300813e-05,3.569308943089431e-05,0.0001025223577235,0.000105358100268,0.0001144999999999,4e-06,0.0,0.0001185,0.0002236984577506,0.0001838333333333,0.000113,1.25e-06,0.0003815,0.0002147961048684,0.0001403333333333,6e-06,2.5e-06,0.0002109999999999,0.0002387599910649
0b3f2442320cf16d3e7e5ddd1a56820d,1,2,-0.000198909090909,-2.9e-05,-0.0004225,2e-06,0.0002294643565111,0.0002227142857142,2.8e-05,2.5e-06,0.000504,0.0002677048837094,0.0004256666666666,0.000506,1e-06,0.000512,0.0003632323636461,-0.0001022499999999,-2.5e-06,-0.00010425,-5e-07,0.0002018437927375,0.0007365,0.0007365,0.00063225,0.00084075,0.0002948635277547,-1.8e-05,-2e-06,-2.7e-05,-1e-06,2.946183972531247e-05,-2.7500000000000004e-06,0.0,-5e-06,2.25e-06,1.2257650672131263e-05,0.0002173333333333,0.00022,1.95e-05,0.00041675,0.0002183333842239,1.6666666666666665e-06,1e-06,1e-06,2e-06,1.1547005383792516e-06
0b3f2442320cf16d3e7e5ddd1a56820d,2,1,5.8714285714285714e-05,0.0,-4e-06,1.6000000000000003e-05,0.0001621477867931,0.0002674285714285,1.3e-05,4e-06,0.0004255,0.0003789722316752,0.0003934285714285,0.000393,1.45e-05,0.0006625,0.0004214723625351,1.0750000000000004e-05,-1.4e-05,-0.000133,0.0001297499999999,0.0003671124941122,0.0002367499999999,0.0002135,2.25e-06,0.000448,0.0002744587097057,-6.433333333333333e-05,5e-06,-0.00029825,1.05e-05,0.0003236230317308,1.1666666666666666e-06,1e-06,2.5e-07,1.75e-06,1.1690451944500125e-06,8.26e-05,1e-06,0.0,8e-06,0.0001796991930977,5.666666666666667e-06,1e-06,5e-07,8.5e-06,8.9628864398325e-06
0b3f2442320cf16d3e7e5ddd1a56820d,2,2,7.266666666666667e-05,-5e-07,-3.5000000000000004e-06,8.25e-06,0.0001806957932464,0.000177,9e-06,5e-06,0.000435,0.0002359989406755,0.0002188888888888,1.2e-05,0.0,0.000449,0.0002577078988139,0.000178,3e-06,0.0,0.000438,0.0002428651889423,0.0004022857142857,0.000436,0.00043,0.0004935,0.0001811681670766,0.000103,1.5e-06,0.0,0.0001045,0.0002040049019018,0.0001493333333333,8e-06,4e-06,0.000224,0.0002517564961095,0.0002166666666666,0.0002179999999999,8.5e-06,0.00041775,0.0002281540415304,2e-06,2e-06,1.5e-06,2.5e-06,1.4142135623730952e-06
0b3f2442320cf16d3e7e5ddd1a56820d,3,1,-4.0900000000000005e-05,0.0,-5.5e-06,8.25e-06,0.0001353271345049,0.0001481818181818,8e-06,0.0,0.000246,0.000183057268734,0.0002008333333333,3e-06,7.5e-07,0.00045,0.0003088089484886,8.454545454545459e-06,0.0,-5.650000000000001e-05,2.55e-05,0.0001913365431047,0.0003183333333333,0.000243,3.5000000000000004e-06,0.0004885,0.0003809586154251,2.7e-05,2.7e-05,2.7e-05,2.7e-05,0.0,-2.2000000000000005e-06,0.0,0.0,5.5e-06,2.037318499073394e-05,6.025e-05,5e-06,3e-06,1.75e-05,0.0001458548691581,1.7666666666666668e-05,3e-06,1.5e-06,2.65e-05,2.804163571073081e-05
